344171	nob	Hvor lenge har du tenkt å bli i dette landet?
344172	nob	Det var få mennesker på stranden.
344173	nob	Hun er misunnelig på min suksess.
344174	nob	Hva liker du best, fysikk eller kjemi?
344175	nob	Siden jeg kom for sent til toget, måtte jeg vente ca en time på det neste.
344177	nob	Supermarkedene er stengt nå, så vi må klare oss med det som er igjen i kjøleskapet.
344178	nob	Jeg likte henne ikke i begynnelsen, men nå gjør jeg det.
344179	nob	En fremmed kom og spurte meg om veien til sykehuset.
344264	nob	Disse perlene er ekte, ikke kunstige.
344265	nob	Dette biblioteket har over 50 000 titler.
346796	nob	Gutten kastet steiner på hunden.
346798	nob	Jeg venter her til han kommer tilbake.
346799	nob	God tur.
347681	nob	Han er broren min.
347695	nob	Takk for informasjonen.
347996	nob	Vi er bekymret for deg.
347997	nob	Jeg var veldig trøtt, så jeg la meg tidlig.
347998	nob	Legg merke til hvordan spilleren bruker albuene.
348287	nob	Jeg visste ikke når jeg skulle slå av maskinen.
348288	nob	Har du hørt fra ham i det siste?
348289	nob	Selv eksperter tok maleriet for å være en ekte Rembrandt.
348290	nob	Han ble plukket opp av et passerende skip.
348291	nob	Tom kjørte bilen.
348292	nob	Rødvin passer bra til kjøtt.
348293	nob	Beklager, men vi tar ikke sjekker.
348294	nob	Vil du la meg se på det?
348295	nob	Brevet er datert 1. april 1987.
348296	nob	Hun er en stille kvinne.
348297	nob	Vi assosierte navnet Lincoln med frihet.
348298	nob	Har du noen epler?
348299	nob	Min mor går til tannlegen annenhver dag for å få fikset tennene.
348300	nob	Han er omtrent på din alder.
348301	nob	Han liker å synge populære sanger.
348302	nob	Hun kjedet seg veldig under forelesningen.
348303	nob	Jeg ser på bildene av Jane.
348304	nob	Hun er ikke hans søster, men hans mor.
348305	nob	Hun begynte å synge.
348306	nob	Spis middagen din nå.
348307	nob	Hvem skal jeg velge?
348308	nob	Jeg så naboens hund løpe rundt på gårdsplassen.
348309	nob	Prøv å ha en positiv innstilling til alt.
348310	nob	Barn elsker å leke på stranden.
348311	nob	I Japan er det veldig varmt om sommeren.
348312	nob	Barn skal adlyde sine foreldre.
348313	nob	Dyr er redde for brann.
348314	nob	Vi begynner alltid med de vanskeligste oppgavene.
348315	nob	Han beskyldte mannen for stjeling.
348316	nob	Jeg har vært i Japan i tre år.
348317	nob	Jeg mottok brevet ditt i går.
348318	nob	Det er leggetid.
348319	nob	Det var denne gutten som knuste vindusruten.
348320	nob	Det er en mulighet for at mannen ble myrdet.
348321	nob	Etterspørselen etter dette produktet har vokst raskere enn tilbudet i det siste.
348322	nob	Hun snakket for fort, slik at jeg ikke forstod.
348323	nob	Han skal ta over firmaet når faren pensjonerer seg.
348324	nob	Han liker musikk veldig godt.
348325	nob	Brent barn skyr ilden.
348326	nob	En dag fant jeg en boks der.
348327	nob	Han er den korteste av de to guttene.
348328	nob	Ikke døm etter utseende.
348329	nob	Jeg husker at hun hadde på seg en grønn hatt.
348330	nob	Kunne jeg få telefonnummeret ditt?
348331	nob	Hvorfor snakker du om ham som om han var en gammel mann?
348332	nob	Det er noe galt med denne maskinen.
348333	nob	Han har tre barn.
348334	nob	Ikke løp over gata.
348335	nob	Jeg ba ham om å vente her.
348336	nob	Moren har gjort henne til den hun er.
348337	nob	Håp er ingen strategi.
348338	nob	Jeg holdt pusten i spenning.
348339	nob	Det er overraskende at han skal ha sagt slike ting om meg.
348340	nob	Broren min går på colloege i Kobe.
348341	nob	Drømmen hans er å dra til Sveits.
348342	nob	Skolen begynner i april.
348343	nob	Lånte jeg deg ikke penger i går?
348344	nob	Han var glad for de gode nyhetene.
348345	nob	Vi har hatt mye regn denne måneden.
348346	nob	Hun er veldig bekymret for helsen hans.
348347	nob	Hvorfor vil du bli sykepleier?
348348	nob	Jeg har mange venner.
348349	nob	Neste morgen hadde snømannen smeltet helt.
348350	nob	Barn trenger mye søvn.
348351	nob	Jeg vil at du skal oversette denne boken til engelsk.
348352	nob	Han hørte på musikken med øynene lukket.
348353	nob	Jeg var tynn som ung.
348354	nob	Appelsiner har høyt vitamininnhold.
348355	nob	Hun er ingen sanger.
348356	nob	Det er verdt et forsøk.
348357	nob	Slå det opp i ordboken.
348358	nob	Hvem lærte deg å danse?
348359	nob	Det vil ikke ta lang tid før han blir frisk.
348360	nob	Hun skriver til sin sønn en gang i blant.
348361	nob	Hun har bestemt seg for å dra til Amerika for å studere.
348362	nob	Det var så kaldt at jeg ble hjemme hele dagen.
348363	nob	Det er fem år siden vi flyttet hit.
348364	nob	Hvor langt er det herfra til parken?
348365	nob	Jeg må si deg opp hvis du kommer for sent så ofte.
348366	nob	Spiser du i klasserommet?
348367	nob	Jeg vet ikke om han vil besøke oss neste søndag.
348368	nob	La oss diskutere problemet med dem.
348369	nob	Bare tanken på slanger gjør henne blek.
348370	nob	Mannen kjempet tappert, men ga seg tilslutt.
348371	nob	La oss stoppe her og fortsette i morgen.
348372	nob	Kan du ikke bli litt til?
348373	nob	Brian har kjøpt en leppestift til Kate.
348374	nob	De er begge kollegaer av meg.
348375	nob	Jeg er stolt av å være en del av dette prosjektet.
348376	nob	Verden er som en bok, og de som ikke reiser leser bare en side.
348377	nob	Jeg hører på musikk.
348378	nob	Når kommer du tilbake? Det er alt avhengig av været.
348379	nob	Herr Ou er kommet til Japan for å studere japansk.
348380	nob	Himmelen er blå.
348381	nob	Hvilken vei skal vi gå?
348382	nob	Jeg sovnet foran TVen.
349688	nob	Selv nå, mange år etter den kalde krigen, er der fortsatt mye bitterhet mellom tyskere og russere, spesielt i områder som ble okkupert av Sovietunionen.
349689	nob	Jeg godtar det, men på en betingelse.
349690	nob	Så stor du er!
349692	nob	Jeg har besøkt min fars grav.
349693	nob	Blir du hjemme i kveld?
349694	nob	Hvordan kan du ha laptop men ingen mobil?
349695	nob	Det er for dyrt!
349696	nob	De forente stater grenser til Canada.
349698	nob	Jeg har leid et rom i Paris for en måned.
349699	nob	Han hadde langt hår i fjor.
349844	nob	En, to, tre, fire, fem, seks, sju, åtte, ni, ti.
349847	nob	Han er gammel nok til å kunne kjøre bil.
351214	nob	Han er redd for hunder.
351215	nob	Sitroner er sure.
352990	nob	Mange engelske ord stammer fra latin.
352991	nob	Alle hester er dyr, men ikke alle dyr er hester.
352992	nob	Hvor lenge har hun vært syk?
352993	nob	Spørsmålet kan bare tolkes på en måte.
352994	nob	Jeg har ikke billett.
354622	nob	Det kan skje hvem som helst.
354623	nob	Du er ikke innlogget.
354625	nob	Han er flink i matematikk.
354640	nob	Brekk sjokoladen i små biter.
354644	nob	Pisk eggehviten stiv.
354645	nob	Skrell og finriv pepperroten.
354646	nob	Jeg skreller selerien og potetene.
354647	nob	Ha i honningen, sitronsaften, de ristede mandlene og de revne eplene.
354648	nob	Jeg kjenner ingen av dem.
354649	nob	Ikke gå så fort.
354650	nob	Jeg glemte å spørre ham.
354651	nob	Hun er alkoholiker.
354652	nob	Hitler førte Tyskland inn i krig.
354653	nob	Jeg spurte ham om hvorfor han er så trist.
354654	nob	Jeg angrer på å ha dratt dit.
354655	nob	Jeg liker engelsk bedre enn matematikk.
354656	nob	Hvor mye kostet de brillene?
354657	nob	Er disse bananene modne?
354662	nob	Magesmertene er borte.
354683	nob	Hun dro første juledag.
354684	nob	Hun er veldig glad i kake.
354693	nob	Ikke gjem deg under sengen.
354694	nob	Hva snakker han om?
354697	nob	Jeg kan svømme veldig fort.
354699	nob	Ikke rør sykkelen min.
354700	nob	Drømmen ble sann.
354701	nob	Kaniner liker gulrøtter.
354702	nob	I land som Norge og Finland har de mye snø om vinteren.
354703	nob	Hva er hovedstaden i Finland?
355092	nob	Hobbyen min er å samle på gamle leker.
355093	nob	Nederland er et lite land.
355094	nob	Du må være på stasjonen senest klokken fem.
355095	nob	Arbeidsledigheten økte til fem prosent.
358583	nob	Da jeg bygde på huset var det bare i dette rommet jeg fikk satt inn lydisolasjon og en lås på innsiden.
358584	nob	Vennligst kom når det passer deg.
358585	nob	Opptredenen hans var prisverdig.
358586	nob	Hun bøyde alltid av for meningene hans.
358587	nob	Han burde innrømme sin skyld.
363396	nob	Så varmt det er i dag!
363399	nob	Man skal elske sin mor.
363412	nob	Dette ble bygd for rundt 500 år siden.
363415	nob	Faren hans spiser der to ganger i uken.
363416	nob	Han forlangte bedre betaling.
363421	nob	Det henger et kart på veggen.
363425	nob	Døren forble lukket.
363427	nob	Den er til min familie.
363429	nob	Det sies at han skrev denne boken.
363438	nob	Piken er en sykesøster.
363460	nob	Han har kommet tilbake fra Amerika.
363467	nob	Ikke bekymre deg for oss.
363470	nob	Det hadde snødd i en uke.
363472	nob	De fleste sveitsere kan snakke tre eller fire språk.
363473	nob	Tre is, takk.
363475	nob	Jeg inviterte dem til festen.
363477	nob	Jeg tilbrakte hele dagen på stranden.
363480	nob	Han er litt over førti.
363481	nob	Hvor går dette toget?
363487	nob	Kan du kjøre bil?
363489	nob	Han innrømmet at han stjal gullet.
363491	nob	Jeg hadde vanskeligheter med å få tak i en drosje.
363492	nob	Jeg har spilt fotball.
363493	nob	En gammel mann hvilte seg i skyggen av treet.
363494	nob	Vi er sønnene hans.
363495	nob	Vi skal møtes på stasjonen klokken sju.
363496	nob	Bussen går hvert tiende minutt.
363497	nob	Ken blir nok invitert til festen av henne.
363498	nob	Gutten tar etter faren sin.
363499	nob	Kan du vise meg hva du har kjøpt?
363500	nob	Du burde ikke spise her.
363501	nob	Jeg har mistet paraplyen min. Jeg blir nødt til å kjøpe en ny.
363502	nob	«Jeg kan ikke tape,» svarte Djevelen. «Alle dommerne er her nede i Helvete.»
363503	nob	Hva i helvete er det du driver med?
363504	nob	Han begikk selvmord.
363505	nob	Jeg vil gi deg svar i løpet av et par dager.
363506	nob	Toget har allerede gått.
363507	nob	Vi har bodd her siden juli.
363508	nob	Da jeg kom til Japan var det som overrasket meg mest hvor mange salgsautomater det var der.
364314	nob	Jeg er ikke din dukke.
364315	nob	Kaoru har reist til Amerika.
364316	nob	Her har jeg vært din dukkehustru, sånn som jeg hjemme var pappas dukkebarn.
364318	nob	Kan jeg parkere bilen min her?
364319	nob	Ken er like høy som Bill.
364320	nob	Jeg tror han var sint.
366462	nob	Det lille av penger han tjente brukte han på bøker.
366496	nob	Det er pen utsikt herfra.
366499	nob	Det skjedde ganske nylig.
366509	nob	Han vil gå tom for flaks før eller senere.
366511	nob	Mannen som leser avisen der borte er min onkel.
367065	nob	Hun spiller tennis hver dag.
367066	nob	Vask kvedene grundig.
367067	nob	La sukkeret karamelliseres.
367263	nob	Jeg elsker deg.
367265	nob	Jim så seg til høyre og venstre før han gikk over veien.
367266	nob	Hun skalv av frykt.
367267	nob	Har du strikket ferdig den genseren?
367268	nob	Hun stilte klokka fram 10 minutter.
367269	nob	Hvor langt er det til biblioteket herfra?
367270	nob	Jeg er lei av de lange talene hans.
367274	nob	Datamaskiner blir stadig forbedret.
367278	nob	Skolens regler krever at elevene skal være iført skoleuniform.
367281	nob	Herre, jeg lurer på hvilken tosk det kan ha vært som oppfant kyssing.
367282	nob	Jeg vet ikke hva det er.
367283	nob	Ifølge Bibelen skapte Gud verden på seks dager.
367284	nob	Hva med litt kaffe?
367285	nob	Den øyen ble en gang i tiden styrt av Frankrike.
367286	nob	Huset mitt sto i brann.
367287	nob	Det ligger en flott park nær huset mitt.
367288	nob	Picasso fortsatte å male bilder til han ble 91 år gammel.
367289	nob	Kan du si meg veien til stasjonen?
367290	nob	Denne larven vil bli til en nydelig sommerfugl.
367291	nob	Jeg vil savne deg veldig hvis du forlater Japan.
367292	nob	Er det noen spørsmål?
367293	nob	Røyker du?
367294	nob	Moren min er alltid opptatt.
367295	nob	Jeg har en lett feber.
367296	nob	Det vil gå over av seg selv i løpet av to uker.
367297	nob	På klare dager kan man se Fuji-fjellet.
367487	nob	I et demokrati har alle innbyggere like rettigheter.
367488	nob	Hva synes du om moderne kunst?
367489	nob	Jeg har vært tre ganger i Kyoto.
367490	nob	Jeg kan godt vente.
367492	nob	Vennligst vent fem minutter.
367493	nob	Hveten er klar til å høstes.
367494	nob	Jeg liker ikke dette kameraet.
367496	nob	Hun har gått for å handle.
367498	nob	Har du hodepine?
367502	nob	Jeg dro tilbake til min hjemby etter å ha vært borte i to år.
367508	nob	Finnes det et tilsvarende ordtak på japansk?
367513	nob	Tom har øye for moderne kunst.
367516	nob	I går natt brøt noen seg inn i den lille butikken nær huset mitt.
367518	nob	Regnet slo mot vinduet.
367519	nob	Er det et postkontor i nærheten?
367898	nob	Jeg er slett ikke overbevist.
368373	nob	Mange kriminelle i Amerika er avhengige av narkotika.
368374	nob	Teorien hans er vanskelig å forstå.
368375	nob	Du vil bli dårlig hvis du spiser så mye.
368380	nob	Vet du hvor gammel frøken Nakano er?
368381	nob	Vennligst fyll ut dette skjemaet.
368383	nob	Det er menneskelig å feile, guddommelig å tilgi.
368385	nob	«Jeg er sulten,» sa den lille hvite kaninen, så de stoppet og åt blomsten av en stor hyasint.
368551	nob	Jeg fikk autografen til en kjendis.
368635	nob	De fleste utviklere hater feilsøking. Det er mer morro å lage feil enn å rette dem.
368639	nob	Jeg har litt vanskeligheter med å få kompilert denne programvaren.
368836	nob	Nei takk.
368837	nob	En for alle og alle for en, det er ekte lagarbeid.
368838	nob	Denne vesken er laget av papir.
369756	nob	Hunden min later ofte som den sover.
369757	nob	Loddet er kastet.
369758	nob	Terningen er kastet.
369759	nob	Mennesker lever ikke i denne verden for å bli rike, men for å bli lykkelige.
369761	nob	Hun var veldig stolt av faren sin.
369762	nob	Som far, så sønn.
369763	nob	Penger lukter ikke.
369869	nob	Jeg vet at jeg intet vet.
369873	nob	Vi har en pave.
369881	nob	Smak og behag kan ikke diskuteres.
369885	nob	Den ene hånden vasker den andre.
369894	nob	Kunsten er lang, livet er kort.
369904	nob	Jeg kom, jeg så, jeg erobret.
369909	nob	Lykken står den kjekke bi.
369913	nob	Å slå to fluer i en smekk.
369929	nob	Gutten som står der borte er min sønn.
369935	nob	Hvor er det vakreste stedet i verden?
369957	nob	Jeg støtter deg uansett hva som skjer.
369958	nob	Han lever fortsatt.
369959	nob	Har du lyst til å ta en spasertur?
369960	nob	De levde lykkelig alle sine dager.
369961	nob	Denne hallen rommer 2000 personer.
369962	nob	Vi er ikke alene om å støtte planen.
369963	nob	Det er det samme for meg om du er rik eller fattig.
369967	nob	Intet nytt under solen.
369969	nob	Jeg tenker, altså er jeg.
370179	nob	Min far er to år yngre enn min mor.
370180	nob	Han snakker flytende fransk.
370181	nob	Jeg har lest denne boken før.
370182	nob	Vi samles her en gang i uken.
370183	nob	Gutten jeg elsker elsker ikke meg.
370205	nob	Jeg kan skrive 50 ord i minuttet.
370392	nob	Mor er eldre enn far.
370393	nob	Kan du signere her?
370394	nob	Vennligst snakk litt høyere.
370396	nob	Les så mange bøker som mulig.
370397	nob	Ken er eldre enn Seiko.
370398	nob	Kofferten min er ødelagt.
370399	nob	Hun er veldig redd for slanger.
370400	nob	Skriv til meg når du kommer fram.
370401	nob	Jeg visste ikke at hun var syk.
370402	nob	Onkelen min gav meg en presang.
370403	nob	«Kan du spille gitar?» «Ja, det kan jeg.»
370404	nob	Jeg vil ha mer detaljert informasjon.
370405	nob	Kvalitet er viktigere enn kvantitet.
371743	nob	Fjernsynet ødelegger familielivet.
371744	nob	Levekostnadene økte kraftig.
371746	nob	Livet er en dødelig seksuelt overførbar sykdom.
371747	nob	Jeg kan ikke forestille meg et liv uten deg.
371748	nob	Han mistet livet i en ulykke.
371749	nob	Det er ikke alle som lykkes her i livet.
371750	nob	Han mistet nesten livet i den ulykken.
372294	nob	Alle untatt en av arbeiderne gikk hjem.
372298	nob	Det har begynt å regne for fullt.
372300	nob	Det ser ut til å bli regn.
372307	nob	Det er ett eple på pulten.
372340	nob	Kan du veksle en dollar?
372344	nob	Han hadde tenkt å gifte seg med henne.
372345	nob	Katter kan se i mørket.
372346	nob	Denne medisinen har ingen effekt mot influensa.
372347	nob	Jeg liker grapefrukt bedre enn appelsiner.
372348	nob	Det er best å gå regelmessig til tannlegen.
372349	nob	Hun er ikke så ung som hun ser ut.
372350	nob	Det fjellet har en høyde på 3000 meter over havet.
372351	nob	Japanere liker å reise i gruppe.
372353	nob	Hva er blodtypen din?
372614	nob	Han er en ulv i fåreklær.
372729	nob	Jeg har mistet lommeboken min.
372730	nob	Jeg er på flyplassen nå.
372731	nob	Jeg har aldri hørt at han har løyet.
372732	nob	Hvordan hendte dette flykræsjet?
372733	nob	Han har ikke kommet enda. Kanskje noe har hendt ham.
372735	nob	Har rommet ditt to vinduer?
372736	nob	Hun er 31 år.
372737	nob	Hvorfor kom du ikke?
372738	nob	Prisen var bare 3000 yen, altså rundt 30 dollar.
372739	nob	Jeg kom akkurat for sent til flyet.
372740	nob	Når skal vi spise?
372741	nob	Jeg vil kjøpe en ny bil.
372742	nob	Han kastet en mengde gamle brev.
372743	nob	De tildelte ham en gullmedalje for prestasjonen hans.
372747	nob	Det er vindstille i dag.
372748	nob	Han fikk sekretæren sin til å oversette brevet til engelsk.
372749	nob	Han så ut som han hadde sett et spøkelse.
372756	nob	Hun gjør lekser nå.
372757	nob	Jeg har aldri vært i England.
372758	nob	Denne skrivemaskinen har blitt mye brukt.
372759	nob	Noe er galt med motoren.
372760	nob	Han var en nær venn av meg.
372761	nob	Min mor sa ofte at tid er penger.
